Артикул,Наименование,Бренд,Цена,Продавец,Дата,URL
168036518,Apple iPhone 17 Pro Max 256Gb оранжевый + подарок,Apple,1056098,Lynx,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-oranzhevyi-podarok-168036518/?c=750000000
167455469,Смартфон Apple iPhone 17 Pro Max 512Gb темно-синий + подарок,Apple,958334,MOBILS,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-temno-sinii-podarok-167455469/?c=750000000
167456115,Смартфон Apple iPhone 17 Pro Max 512Gb оранжевый + подарок,Apple,1119991,MOBILS,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-oranzhevyi-podarok-167456115/?c=750000000
168036327,Apple iPhone 17 Pro Max 256Gb серебристый + подарок,Apple,1064019,Lynx,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-168036327/?c=750000000
167239490,Apple iPhone 15 128Gb черный + подарок,Apple,459983,Zest Store,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-15-128gb-chernyi-podarok-167239490/?c=750000000
167643900,Apple iPhone Air 256 APPLE2_GIFT_A20W_PODS_SE3M SpaceBlack,Apple,828243,NOVAMART,10.09.2026 | 20:22:24,https://kaspi.kz/shop/p/apple-iphone-air-256gb-chernyi-podarok-167643900/?c=750000000
146090717,Apple iPhone Air 12 ГБ/256 ГБ голубой + подарок,Apple,671668,LASTTIME,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-air-12-gb-256-gb-goluboi-podarok-146090717/?c=750000000
113137952,Смартфон Apple iPhone 15 512Gb NanoSIM+eSIM розовый,Apple,539670,Golden Store Empire,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-15-512gb-nanosim-esim-rozovyi-113137952/?c=750000000
171515231,Apple iPhone 17 Pro 256Gb оранжевый + подарок (Яндекс Плюс 36 месяцев + Адаптер Apple 20W),Apple,779878,Sirius,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-256-gb-oranzhevyi-podarok-171515231/?c=750000000
168035175,Смартфон Apple iPhone 17 Pro 512Gb оранжевый + подарок,Apple,1073493,SAPALY Store,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-oranzhevyi-podarok-168035175/?c=750000000
168641912,Apple iPhone 17 Pro Max 256 APPLE2_GIFT_A20W_PODS Silver,Apple,904522,NOVAMART,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-168641912/?c=750000000
167389947,Apple iPhone 17 Pro 512Gb темно-синий + подарок,Apple,1058455,Lynx,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-temno-sinii-podarok-167389947/?c=750000000
168642047,Смартфон Apple iPhone 17 Pro Max 256Gb оранжевый + подарок,Apple,838925,MOBILS,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-oranzhevyi-podarok-168642047/?c=750000000
167231129,Смартфон Apple iPhone 17 8 ГБ/256 ГБ белый + подарок,Apple,699993,MOBILS,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-belyi-podarok-167231129/?c=750000000
167231190,Смартфон Apple iPhone 17 8 ГБ/256 ГБ голубой + подарок,Apple,704498,MOBILS,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-goluboi-podarok-167231190/?c=750000000
168641970,Apple iPhone 17 Pro Max 256Gb серебристый + подарок,Apple,848267,Lynx,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-168641970/?c=750000000
171183193,Apple iPhone 17e 256Gb Dual eSIM белый,Apple,404997,ALPHA,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17e-256gb-dual-esim-belyi-171183193/?c=750000000
168860538,Apple iPhone 17 Pro 256 APPLE2_GIFT_A20W_PODS DeepBlue,Apple,838768,NOVAMART,10.09.2026 | 20:22:33,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-sinii-podarok-168860538/?c=750000000
168154894,Apple iPhone 16 128Gb белый + подарок,Apple,641775,Mobile_Shop,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-16-128gb-belyi-podarok-168154894/?c=750000000
121702321,Смартфон Apple iPhone 15 Pro 256Gb Dual eSim серый,Apple,650000,Big Shop-kz,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-15-pro-256gb-dual-esim-seryi-121702321/?c=750000000
168156587,Apple iPhone 15 128Gb синий + подарок,Apple,463386,LASTTIME,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-15-128gb-sinii-podarok-168156587/?c=750000000
167487307,Смартфон Apple iPhone 17 Pro Max 256Gb серебристый + подарок,Apple,856839,MOBILS,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-167487307/?c=750000000
142747612,Apple iPhone 16 Pro Max 512Gb Dual Sim белый,Apple,900000,ALPHA,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-512gb-dual-sim-belyi-142747612/?c=750000000
168641955,Смартфон Apple iPhone 17 Pro Max 256Gb оранжевый + подарок,Apple,899961,MOBILS,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-oranzhevyi-podarok-168641955/?c=750000000
168157033,Смартфон Apple iPhone 17 256Gb голубой + подарок,Apple,749677,MOBILS,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-17-256gb-goluboi-podarok-168157033/?c=750000000
122084908,Apple iPhone 14 Pro 128Gb Dual eSim черный,Apple,539995,Mobile_Shop,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-14-pro-128gb-dual-esim-chernyi-122084908/?c=750000000
167390741,Apple iPhone 17 Pro 256 APPLE1_GIFT_A20W_EAR_YA12 DeepBlue,Apple,786990,NOVAMART,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-temno-sinii-podarok-167390741/?c=750000000
167728962,,Apple,849999,SmartDuken,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-17-256gb-belyi-podarok-167728962/?c=750000000
102298599,Смартфон Apple iPhone 13 Pro 128Gb NanoSIM+eSIM голубой,Apple,450000,Big Shop-kz,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-13-pro-128gb-nanosim-esim-goluboi-102298599/?c=750000000
168155798,Apple iPhone 16 128Gb розовый + подарок,Apple,519973,LASTTIME,10.09.2026 | 20:22:42,https://kaspi.kz/shop/p/apple-iphone-16-128gb-rozovyi-podarok-168155798/?c=750000000
168860553,Смартфон Apple iPhone 17 Pro 256Gb оранжевый + подарок,Apple,847582,SAPALY Store,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-oranzhevyi-podarok-168860553/?c=750000000
121693378,Apple iPhone 15 128Gb Dual eSim зеленый,Apple,600000,Mobile_Shop,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-15-128gb-dual-esim-zelenyi-121693378/?c=750000000
152025988,Смартфон Apple iPhone 17 Pro Max 512Gb Dual eSim серебристый + подарок,Apple,951000,UMMAH STORE,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-dual-esim-serebristyi-podarok-152025988/?c=750000000
143710755,Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM золотистый + подарок,Apple,763719,Zest Store,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-zolotistyi-podarok-143710755/?c=750000000
147534302,Apple iPhone Air 512Gb черный + подарок,Apple,719960,Мобитайм,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-air-512gb-chernyi-podarok-147534302/?c=750000000
169618122,Смартфон Apple iPhone 17 Pro 12/256GB Deep Blue Адаптер Apple 20W USB-C (MD3J4ZM/A) Чехол Apple для iPhone 17 Pro Silicone Case with MagSafe Black (MGFK4ZM/A),Apple,753370,Sulpаk,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-temno-sinii-podarok-169618122/?c=750000000
169699812,Смартфон Apple iPhone 17 Pro Max 12 ГБ/256 ГБ серебристый + подарок,Apple,848966,SAPALY Store,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-serebristyi-podarok-169699812/?c=750000000
106363281,Apple iPhone 14 Pro 128Gb NanoSIM+eSIM золотистый,Apple,518550,GOLDEN_KZ,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-14-pro-128gb-nanosim-esim-zolotistyi-106363281/?c=750000000
152721187,Смартфон Apple iPhone 17 Pro 512Gb NanoSIM+eSIM серебристый + подарок,Apple,899982,MOBILS,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-nanosim-esim-serebristyi-podarok-152721187/?c=750000000
169617939,Смартфон Apple iPhone 17 8 ГБ/256 ГБ черный + подарок,Apple,630972,BIG SHOP KZ,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-chernyi-podarok-169617939/?c=750000000
169618292,Apple iPhone 17 Pro 256 APPLE4_GIFT_A20W_17PCLE Silver,Apple,770347,NOVAMART,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-serebristyi-podarok-169618292/?c=750000000
154660692,Смартфон Apple iPhone 17 256Gb NanoSIM+eSIM белый + подарок,Apple,610993,MOBILS,10.09.2026 | 20:22:53,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-belyi-podarok-154660692/?c=750000000
121693446,Apple iPhone 15 256Gb Dual eSim зеленый,Apple,549990,Mobile_Shop,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-15-256gb-dual-esim-zelenyi-121693446/?c=750000000
169699287,Смартфон Apple iPhone 17 Pro 12/256GB Cosmic Orange Чехол Apple для iPhone 17 Pro Silicone Case with MagSafe Black (MGFK4ZM/A),Apple,738980,Sulpаk,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-oranzhevyi-podarok-169699287/?c=750000000
167281226,Смартфон Apple iPhone 16 128Gb белый + подарок,Apple,545000,UMMAH STORE,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-16-128gb-belyi-podarok-167281226/?c=750000000
133139054,Apple iPhone 16 128Gb Dual Sim зеленый,Apple,529999,Mobile_Shop,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-16-128gb-dual-sim-zelenyi-133139054/?c=750000000
169619070,Apple iPhone 17 Pro Max 12 ГБ/256 ГБ серебристый + подарок,Apple,840019,SMART ELECTRONICS,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-serebristyi-podarok-169619070/?c=750000000
167729176,Смартфон Apple iPhone 17 256Gb черный + подарок,Apple,811767,BIG SHOP KZ,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-256gb-chernyi-podarok-167729176/?c=750000000
169699262,Смартфон Apple iPhone 17 Pro Max 12/256GB Cosmic Orange Чехол Apple для iPhone 17 Pro Max Silicone Case with MagSafe – Black MGFR4ZM/A,Apple,787980,Sulpаk,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-oranzhevyi-podarok-169699262/?c=750000000
168641628,Apple iPhone 17 Pro Max 512Gb оранжевый + подарок,Apple,985261,Мобитайм,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-oranzhevyi-podarok-168641628/?c=750000000
171515133,Apple iPhone 17 Pro 256 APPLE5_GIFT_A20W_YA36 DeepBlue,Apple,786990,NOVAMART,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-256-gb-temno-sinii-podarok-171515133/?c=750000000
102298726,Смартфон Apple iPhone 13 Pro 256Gb NanoSIM+eSIM золотистый,Apple,500000,Big Shop-kz,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-13-pro-256gb-nanosim-esim-zolotistyi-102298726/?c=750000000
154660631,Смартфон Apple iPhone 17 256Gb NanoSIM+eSIM зеленый + подарок,Apple,651000,UMMAH STORE,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-zelenyi-podarok-154660631/?c=750000000
169618552,Apple iPhone 17 Pro 256 APPLE4_GIFT_A20W_17PBLA Silver,Apple,792314,NOVAMART,10.09.2026 | 20:23:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-serebristyi-podarok-169618552/?c=750000000
157460510,Смартфон Apple iPhone 15 128Gb NanoSIM+eSIM черный + подарок,Apple,464000,UMMAH STORE,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-128gb-nanosim-esim-chernyi-podarok-157460510/?c=750000000
168036532,Apple iPhone 17 Pro Max 256Gb серебристый + подарок,Apple,1071721,Lynx,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-168036532/?c=750000000
167729069,Смартфон Apple iPhone 17 256Gb фиолетовый + подарок,Apple,839800,SmartDuken,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-256gb-fioletovyi-podarok-167729069/?c=750000000
167231212,Смартфон Apple iPhone 17 8 ГБ/256 ГБ фиолетовый + подарок,Apple,706698,MOBILS,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-fioletovyi-podarok-167231212/?c=750000000
113138335,Apple iPhone 15 Pro 512Gb NanoSIM+eSIM синий,Apple,827777,CN-MARKET,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-pro-512gb-nanosim-esim-sinii-113138335/?c=750000000
171515043,Apple iPhone 17 Pro Max 256 APPLE5_GIFT_A20W_YA36 CosmicOrange,Apple,847990,NOVAMART,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256-gb-oranzhevyi-podarok-171515043/?c=750000000
168157386,Apple iPhone 17 256Gb зеленый + подарок,Apple,619104,Мобитайм,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-256gb-zelenyi-podarok-168157386/?c=750000000
167239168,Apple iPhone 15 256 APPLE1_GIFT_A20W_PODS_YA12 Blue,Apple,622990,NOVAMART,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-256gb-sinii-podarok-167239168/?c=750000000
121694287,Смартфон Apple iPhone 15 Plus 512Gb Dual eSim голубой,Apple,590000,MOOD PLACE,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-plus-512gb-dual-esim-goluboi-121694287/?c=750000000
168157120,Смартфон Apple iPhone 17 256Gb белый + подарок,Apple,627744,SmartDuken,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-17-256gb-belyi-podarok-168157120/?c=750000000
168156626,Apple iPhone 15 256 APPLE2_GIFT_A20W_PODS Blue,Apple,600999,NOVAMART,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-256gb-sinii-podarok-168156626/?c=750000000
121701827,Смартфон Apple iPhone 15 Pro 256Gb Dual eSim черный,Apple,695000,ТОО Mobile Trading,10.09.2026 | 20:23:19,https://kaspi.kz/shop/p/apple-iphone-15-pro-256gb-dual-esim-chernyi-121701827/?c=750000000
171514840,Смартфон Apple iPhone 17 256 GB черный + подарок,Apple,638990,UMMAH STORE 2,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-256-gb-chernyi-podarok-171514840/?c=750000000
152032470,Смартфон Apple iPhone 17 Pro Max Dual eSim 2Tb ГБ серебристый + подарок,Apple,1397748,CN-MARKET,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-dual-esim-2tb-gb-serebristyi-podarok-152032470/?c=750000000
168035663,Смартфон Apple iPhone 17 Pro 256Gb оранжевый + подарок,Apple,958379,SAPALY Store,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-oranzhevyi-podarok-168035663/?c=750000000
168642032,Смартфон Apple iPhone 17 Pro Max 256Gb синий + подарок,Apple,849654,MOBILS,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-sinii-podarok-168642032/?c=750000000
157280983,Смартфон Apple iPhone 17 Pro Max 256Gb Dual eSim серебристый + подарок,Apple,780000,UMMAH STORE,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-dual-esim-serebristyi-podarok-157280983/?c=750000000
171515179,Apple iPhone 17 Pro 256 APPLE5_GIFT_A20W_YA36 Silver,Apple,786990,NOVAMART,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-256-gb-serebristyi-podarok-171515179/?c=750000000
168861154,Смартфон Apple iPhone 17 Pro 1Tb оранжевый + подарок,Apple,1045024,SAPALY Store,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-1tb-oranzhevyi-podarok-168861154/?c=750000000
167487184,Apple iPhone 17 Pro Max 256 APPLE1_GIFT_A20W_PODS_YA12 Silver,Apple,931990,NOVAMART,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-serebristyi-podarok-167487184/?c=750000000
168664027,Смартфон Apple iPhone 17 Pro 512Gb серебристый + подарок,Apple,977565,SAPALY Store,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-serebristyi-podarok-168664027/?c=750000000
171514590,Смартфон Apple iPhone 17 256 GB черный + подарок,Apple,678000,UMMAH STORE,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-256-gb-chernyi-podarok-171514590/?c=750000000
169617748,Смартфон Apple iPhone 17 8 ГБ/256 ГБ черный + подарок,Apple,639002,SAPALY Store,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-chernyi-podarok-169617748/?c=750000000
169618192,Смартфон Apple iPhone 17 Pro 12/256GB Cosmic Orange Адаптер Apple 20W USB-C (MD3J4ZM/A) Чехол Apple для iPhone 17 Pro Clear Case with MagSafe MGFT4ZM/A,Apple,754370,Sulpаk,10.09.2026 | 20:23:35,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-oranzhevyi-podarok-169618192/?c=750000000
167487218,Apple iPhone 17 Pro Max 256Gb темно-синий + подарок,Apple,931969,Lynx,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-temno-sinii-podarok-167487218/?c=750000000
152029427,Apple iPhone Air 256 APPLE_GIFT_YA24 LightGold,Apple,627990,NOVAMART,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-air-256gb-zolotistyi-podarok-152029427/?c=750000000
152007093,Смартфон Apple iPhone 17 Pro 1024Gb Dual eSim серебристый + подарок,Apple,987991,MOBILS,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-1024gb-dual-esim-serebristyi-podarok-152007093/?c=750000000
167231175,Смартфон Apple iPhone 17 8 ГБ/256 ГБ зеленый + подарок,Apple,720000,UMMAH STORE,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-zelenyi-podarok-167231175/?c=750000000
167487250,Apple iPhone 17 Pro Max 256 APPLE1_GIFT_A20W_PODS_YA12 CosmicOrange,Apple,907990,NOVAMART,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-oranzhevyi-podarok-167487250/?c=750000000
169618661,Смартфон Apple iPhone 17 Pro Max 12/256GB Cosmic Orange Адаптер Apple 20W USB-C (MD3J4ZM/A) Чехол Apple для iPhone 17 Pro Max Clear Case with MagSafe MGFW4ZM/A,Apple,803370,Sulpаk,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-oranzhevyi-podarok-169618661/?c=750000000
121703242,Apple iPhone 15 Pro Max 512Gb Dual eSim серый,Apple,899990,Mobile_Shop,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-512gb-dual-esim-seryi-121703242/?c=750000000
167487178,Apple iPhone 17 Pro Max 256Gb оранжевый + подарок,Apple,1008969,Lynx,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-oranzhevyi-podarok-167487178/?c=750000000
169699467,Смартфон Apple iPhone 17 Pro 12/256GB Cosmic Orange Чехол Apple для iPhone 17 Pro Clear Case with MagSafe MGFT4ZM/A,Apple,739980,Sulpаk,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-oranzhevyi-podarok-169699467/?c=750000000
167733871,Смартфон Apple iPhone 16 128Gb черный + подарок,Apple,729647,MOBILS,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-16-128gb-chernyi-podarok-167733871/?c=750000000
169618073,Смартфон Apple iPhone 17 Pro 12/256GB Deep Blue Адаптер Apple 20W USB-C (MD3J4ZM/A) Чехол Apple для iPhone 17 Pro Clear Case with MagSafe MGFT4ZM/A,Apple,754370,Sulpаk,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-temno-sinii-podarok-169618073/?c=750000000
169699223,Apple iPhone 17 8 ГБ/256 ГБ черный + подарок,Apple,624380,Mobile_Shop,10.09.2026 | 20:23:46,https://kaspi.kz/shop/p/apple-iphone-17-8-gb-256-gb-chernyi-podarok-169699223/?c=750000000
168156995,Смартфон Apple iPhone 17 256Gb зеленый + подарок,Apple,799890,SAPALY Store,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-256gb-zelenyi-podarok-168156995/?c=750000000
152006043,Смартфон Apple iPhone 17 256Gb Dual eSim фиолетовый + подарок,Apple,640000,UMMAH STORE,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-256gb-dual-esim-fioletovyi-podarok-152006043/?c=750000000
171515011,Apple iPhone 17 Pro Max 256 APPLE5_GIFT_A20W_YA36 Silver,Apple,870990,NOVAMART,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256-gb-serebristyi-podarok-171515011/?c=750000000
152004458,Смартфон Apple iPhone 17 256Gb Dual eSim голубой + подарок,Apple,619999,SmartDuken,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-256gb-dual-esim-goluboi-podarok-152004458/?c=750000000
167239399,Смартфон Apple iPhone 15 128Gb синий + подарок,Apple,483742,SmartDuken,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-15-128gb-sinii-podarok-167239399/?c=750000000
169699714,Смартфон Apple iPhone 17 Pro 12/256GB Deep Blue Чехол Apple для iPhone 17 Pro Clear Case with MagSafe MGFT4ZM/A,Apple,739980,Sulpаk,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-temno-sinii-podarok-169699714/?c=750000000
171514827,Смартфон Apple iPhone 17 256 GB фиолетовый + подарок,Apple,688499,SmartDuken,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-256-gb-fioletovyi-podarok-171514827/?c=750000000
169699834,Смартфон Apple iPhone 17 Pro Max 12 ГБ/256 ГБ серебристый + подарок,Apple,847972,SAPALY Store,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-serebristyi-podarok-169699834/?c=750000000
168158155,Apple iPhone Air 256Gb золотистый + подарок,Apple,696671,LASTTIME,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-air-256gb-zolotistyi-podarok-168158155/?c=750000000
168158137,Apple iPhone Air 256 APPLE2_GIFT_A20W_PODS SpaceBlack,Apple,669062,NOVAMART,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-air-256gb-chernyi-podarok-168158137/?c=750000000
167237924,Apple iPhone Air 256Gb черный + подарок,Apple,708968,Lynx,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-air-256gb-chernyi-podarok-167237924/?c=750000000
168156646,Apple iPhone 15 256 APPLE2_GIFT_A20W_EAR Blue,Apple,541999,NOVAMART,10.09.2026 | 20:23:55,https://kaspi.kz/shop/p/apple-iphone-15-256gb-sinii-podarok-168156646/?c=750000000
170829111,Смартфон Apple iPhone 17 256Gb белый + подарок,Apple,580000,UMMAH STORE,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-256gb-belyi-podarok-170829111/?c=750000000
169619158,Смартфон Apple iPhone 17 Pro Max 12 ГБ/256 ГБ серебристый + подарок,Apple,862362,SAPALY Store,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-serebristyi-podarok-169619158/?c=750000000
168156970,Смартфон Apple iPhone 17 256Gb белый + подарок,Apple,669860,SmartDuken,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-256gb-belyi-podarok-168156970/?c=750000000
157281221,Смартфон Apple iPhone 17 Pro Max 256Gb Dual eSim оранжевый + подарок,Apple,810000,UMMAH STORE,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-dual-esim-oranzhevyi-podarok-157281221/?c=750000000
169618818,Смартфон Apple iPhone 17 Pro Max 12/256GB Deep Blue Адаптер Apple 20W USB-C (MD3J4ZM/A) Чехол Apple для iPhone 17 Pro Max Clear Case with MagSafe MGFW4ZM/A,Apple,803370,Sulpаk,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-12-gb-256-gb-temno-sinii-podarok-169618818/?c=750000000
168036362,Apple iPhone 17 Pro Max 256Gb синий + подарок,Apple,1064948,Lynx,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-sinii-podarok-168036362/?c=750000000
171515072,Apple iPhone 17 Pro 256 APPLE5_GIFT_A35WD_YA36 CosmicOrange,Apple,839990,NOVAMART,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-256-gb-oranzhevyi-podarok-171515072/?c=750000000
169699379,Apple iPhone 17 Pro 256 APPLE4_GIFT_17PCLE Silver,Apple,778926,NOVAMART,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-pro-12-gb-256-gb-serebristyi-podarok-169699379/?c=750000000
167731863,Смартфон Apple iPhone 17 256Gb голубой + подарок,Apple,791798,MOBILS,10.09.2026 | 20:24:10,https://kaspi.kz/shop/p/apple-iphone-17-256gb-goluboi-podarok-167731863/?c=750000000
